,vv_list,vh_list,vv/vh_list
259,"[0.1154683455824852, 0.0345948189496994, 0.13801147043704987, 0.03672810271382332, 0.05658135563135147, 0.10382983833551407, 0.07799673825502396, 0.14925391972064972, 0.38183218240737915, 0.18932349979877472, 0.19883818924427032, 0.0441417433321476, 0.07681286334991455, 0.21047714352607727]","[0.037097882479429245, 0.03606288507580757, 0.025573285296559334, 0.006591310724616051, 0.019960643723607063, 0.07657303661108017, 0.01682412251830101, 0.031166184693574905, 0.07859446853399277, 0.039294254034757614, 0.007119056768715382, 0.00795325729995966, 0.008812963031232357, 0.010116440244019032]","[3.1125319793255675, 0.959291495313751, 5.39670475797719, 5.572200165993959, 2.8346458368190706, 1.3559582188554584, 4.636006315941907, 4.788969878350856, 4.858257706039879, 4.818096295486591, 27.930412090273336, 5.550146520768477, 8.715895332556894, 20.805455125434467]"
260,"[0.329033225774765, 0.1374499797821045, 0.5323640704154968, 0.056207310408353806, 0.049368686974048615, 0.03620525076985359, 0.052837908267974854, 0.030484603717923164, 0.06300779432058334, 0.4763036072254181, 0.061624638736248016, 0.05094390735030174, 0.20590141415596008, 0.17882351577281952]","[0.026046888902783394, 0.03647564351558685, 0.033340934664011, 0.015973253175616264, 0.008729991503059864, 0.028842821717262268, 0.037822507321834564, 0.044080011546611786, 0.02059270069003105, 0.060366686433553696, 0.02962595596909523, 0.0069539109244942665, 0.004849911201745272, 0.00798282865434885]","[12.63234265723014, 3.768267439157559, 15.967280934992601, 3.518839261507246, 5.655067013151717, 1.2552603599177312, 1.3969964449573138, 0.69157431335261, 3.0597149576930183, 7.890173129672952, 2.0800894594096038, 7.325936139167142, 42.45467712519461, 22.401021431845567]"
261,"[0.23916830122470856, 0.09449385106563568, 0.0622672401368618, 0.03259965032339096, 0.06903214752674103, 0.07061919569969177, 0.06802917271852493, 0.06496012955904007, 0.3856014311313629, 0.5762836933135986, 0.08273299038410187, 0.023158585652709007, 0.08528196066617966, 0.04313162341713905]","[0.032181963324546814, 0.02454851195216179, 0.01843605563044548, 0.013128004968166351, 0.04743753373622894, 0.047137174755334854, 0.030097004026174545, 0.04493998363614082, 0.14889827370643616, 0.08783208578824997, 0.024280745536088943, 0.005327714141458273, 0.0029121863190084696, 0.006658490747213364]","[7.431749853567286, 3.849270018882524, 3.3774708313438304, 2.4832143499671684, 1.4552221013551527, 1.4981635209628106, 2.260330385687619, 1.4454862753176216, 2.589697123632235, 6.561197860004515, 3.4073496738860105, 4.346814607130961, 29.284513875202926, 6.477687670466466]"
262,"[0.06890477985143661, 0.17750242352485657, 0.5616399645805359, 0.13832439482212067, 0.10351908206939697, 0.08641672879457474, 0.06542389839887619, 0.04885965585708618, 0.09500331431627274, 0.13678134977817535, 1.8501375913619995, 0.19736623764038086, 0.00969651062041521, 0.028842544183135033]","[0.008607578463852406, 0.028815265744924545, 0.046656589955091476, 0.029743069782853127, 0.05291808769106865, 0.03685305267572403, 0.029004042968153954, 0.030564185231924057, 0.09180808067321777, 0.05610370635986328, 0.09056977182626724, 0.024311257526278496, 0.0072402083314955235, 0.006637777667492628]","[8.005129449682368, 6.16001341428272, 12.037741402042736, 4.650642849981297, 1.956213585678543, 2.3449001512837895, 2.2556820258027734, 1.5985917990724858, 1.034803403138642, 2.438009155773513, 20.42776032284779, 8.118306402992275, 1.3392585097633949, 4.345210946788173]"
263,"[0.5929539799690247, 0.06505948305130005, 0.12126229703426361, 0.04041057452559471, 0.07244573533535004, 0.06163179501891136, 0.12534905970096588, 0.11731737107038498, 0.6509657502174377, 0.4487053453922272, 0.38915762305259705, 0.13556168973445892, 0.02495500259101391, 0.034701257944107056]","[0.0196828730404377, 0.013625649735331535, 0.035362791270017624, 0.01657283864915371, 0.014715118333697319, 0.018307389691472054, 0.046540819108486176, 0.03747236728668213, 0.0385751910507679, 0.11566826701164246, 0.048351578414440155, 0.010442516766488552, 0.00601565558463335, 0.005259697325527668]","[30.12537746653264, 4.77478023544079, 3.429092916007339, 2.438361670024361, 4.923217992032778, 3.366498231455721, 2.6933144302591345, 3.1307702065591188, 16.875243711968064, 3.879243261655016, 8.04849884562146, 12.981706686791703, 4.148342976077294, 6.597576970006677]"
264,"[0.18413212895393372, 0.08447573333978653, 0.40149736404418945, 0.025527939200401306, 0.057809531688690186, 0.06220618262887001, 0.0694642886519432, 0.04005772992968559, 0.08451548218727112, 0.3836289048194885, 0.04027737304568291, 0.06461036205291748, 0.006651598494499922, 0.019086804240942]","[0.05001981183886528, 0.010087977163493633, 0.0314362458884716, 0.02552143670618534, 0.050142522901296616, 0.04272451624274254, 0.015030785463750362, 0.05244297534227371, 0.02274136245250702, 0.19754652678966522, 0.011496031656861305, 0.010066208429634571, 0.007581929210573435, 0.006814560852944851]","[3.6811839586102457, 8.373902118403606, 12.771797417179123, 1.0002547855863613, 1.152904328377847, 1.455983311208041, 4.621467641825488, 0.7638340438971145, 3.7163772559261985, 1.9419673484209206, 3.503589260007275, 6.418540059503119, 0.8772963067531528, 2.800885435294603]"
265,"[0.37362486124038696, 0.09319861233234406, 0.16127339005470276, 0.055113036185503006, 0.06759816408157349, 0.09379305690526962, 0.057855356484651566, 0.09636127948760986, 0.06821248680353165, 0.23921902477741241, 0.024041742086410522, 0.13091939687728882, 0.012663345783948898, 0.031755827367305756]","[0.011749100871384144, 0.041919734328985214, 0.014065450988709927, 0.013014186173677444, 0.01822724938392639, 0.03928300365805626, 0.04552074894309044, 0.019080912694334984, 0.029350226745009422, 0.09561661630868912, 0.006551405414938927, 0.006703464780002832, 0.007468380965292454, 0.003836891846731305]","[31.80029393997115, 2.2232634300810035, 11.46592385726941, 4.234843074319538, 3.708632205426705, 2.387624371132687, 1.2709667092029115, 5.050139950392362, 2.3240872173203972, 2.50185620462783, 3.669707576268907, 19.530108857711266, 1.695594512759703, 8.276445788890019]"
266,"[0.20226992666721344, 0.2563760280609131, 0.18442849814891815, 0.20146122574806213, 0.19878587126731873, 0.04957779124379158, 0.11599376052618027, 0.10455241054296494, 0.10631643980741501, 0.06430291384458542, 0.06268289685249329, 0.037718791514635086, 0.016521302983164787, 0.011414660140872002]","[0.004114608746021986, 0.034977491945028305, 0.030743004754185677, 0.03210189566016197, 0.02943545952439308, 0.024330182000994682, 0.04240483045578003, 0.02018391713500023, 0.030039940029382706, 0.031132860109210014, 0.007769839372485876, 0.0032617058604955673, 0.004316227976232767, 0.0035541795659810305]","[49.15896969858155, 7.329743037718127, 5.9990394440481, 6.27568003711609, 6.753279020583506, 2.037707372750632, 2.735390267557823, 5.17998611685064, 3.539169509107696, 2.0654354793944143, 8.06746366912841, 11.564130282705591, 3.8277178763816577, 3.211616050614851]"
267,"[0.2898339331150055, 0.15574689209461212, 0.06430087238550186, 0.019865376874804497, 0.027185486629605293, 0.12032006680965424, 0.16678045690059662, 0.12855400145053864, 0.1682080775499344, 0.127861887216568, 0.06855816394090652, 0.005403183866292238, 0.1591072678565979, 0.21370655298233032]","[0.03213958069682121, 0.032464656978845596, 0.008441357873380184, 0.04517333209514618, 0.035042982548475266, 0.04297630116343498, 0.051848992705345154, 0.03930670768022537, 0.03171234950423241, 0.050834305584430695, 0.005434643477201462, 0.00317434873431921, 0.005256162956357002, 0.0037069804966449738]","[9.017974934056054, 4.797429161075039, 7.6173612527760035, 0.4397589452326234, 0.7757754806400788, 2.799684094545222, 3.2166576089221324, 3.2705359730551096, 5.304182130292331, 2.515267706454693, 12.615025112228734, 1.7021393421195852, 30.27061169482342, 57.64976459297447]"
268,"[0.6790850758552551, 0.11505427211523056, 0.15172815322875977, 0.032222479581832886, 0.03972791135311127, 0.045035820454359055, 0.35998478531837463, 0.05328553915023804, 0.14308106899261475, 0.08440829813480377, 0.13152043521404266, 0.044508568942546844, 0.13140779733657837, 0.010895075276494026, 0.3095513582229614]","[0.009600503370165825, 0.026092352345585823, 0.01702590472996235, 0.04015590623021126, 0.019875649362802505, 0.012668019160628319, 0.03742438554763794, 0.022550100460648537, 0.0235860925167799, 0.06334232538938522, 0.02754148840904236, 0.019296497106552124, 0.022068634629249573, 0.0035891381558030844, 0.009224094450473785]","[70.73431982384957, 4.409501703463501, 8.911605910829932, 0.8024343765797105, 1.998823315300706, 3.555079912913972, 9.618989865849521, 2.362984557129798, 6.066332051009395, 1.3325734035799819, 4.775356845669321, 2.3065621027887993, 5.954505094864892, 3.0355686528473043, 33.558997025129294]"
269,"[0.42452526092529297, 0.08068858832120895, 0.1601201742887497, 0.03784910589456558, 0.06710043549537659, 0.08578962832689285, 0.0622209757566452, 0.08373605459928513, 0.1360328495502472, 0.19300271570682526, 0.25653764605522156, 0.30738601088523865, 0.011431196704506874, 0.0051626539789140224, 0.5754548907279968]","[0.03788343816995621, 0.01769854687154293, 0.024091515690088272, 0.04052457958459854, 0.023395290598273277, 0.015102576464414597, 0.022269394248723984, 0.04928915202617645, 0.2028896063566208, 0.11424659937620163, 0.04668819159269333, 0.02739161252975464, 0.007029945030808449, 0.004809698089957237, 0.013240372762084007]","[11.206091142539604, 4.559051593718476, 6.646330448798882, 0.9339789896043788, 2.868117205619537, 5.680463100387833, 2.7940129426830014, 1.6988739135705688, 0.6704771722566266, 1.6893519523612979, 5.494700850554459, 11.22190271023055, 1.6260719898107479, 1.0733842088121426, 43.4621366836368]"
270,"[0.17554479837417603, 0.08031754940748215, 0.18927094340324402, 0.028896722942590714, 0.10548074543476105, 0.046406909823417664, 0.2177254557609558, 0.04592852294445038, 0.08900777995586395, 0.055796269327402115, 0.07588812708854675, 0.019747089594602585, 0.01961117796599865, 0.04531623050570488, 0.2716601490974426]","[0.03649190440773964, 0.014172777533531189, 0.0320805124938488, 0.013342455960810184, 0.02087302692234516, 0.016808083280920982, 0.03487663343548775, 0.026478705927729607, 0.032338738441467285, 0.030612796545028687, 0.013525787740945816, 0.004142367281019688, 0.00753715680912137, 0.0054640923626720905, 0.022528281435370445]","[4.810513488491557, 5.667029572535087, 5.899872810309228, 2.165772405580122, 5.053447486422822, 2.760987618147668, 6.242731431165467, 1.7345456031653008, 2.7523578298197044, 1.8226452864353895, 5.610625313808165, 4.767102541844534, 2.6019331244728057, 8.293459827890612, 12.05862728041579]"
271,"[0.09531590342521667, 0.16851504147052765, 0.16570493578910828, 0.11107979714870453, 0.11216302961111069, 0.10864290595054626, 0.14841482043266296, 0.2442924678325653, 0.2321072816848755, 0.31092485785484314, 0.07385896891355515, 0.2051071673631668, 0.44271138310432434, 0.016377009451389313, 0.05379338189959526]","[0.010837741196155548, 0.03432156518101692, 0.042878855019807816, 0.0750562995672226, 0.045615822076797485, 0.04621819406747818, 0.03762591630220413, 0.03271498903632164, 0.011769303120672703, 0.030089406296610832, 0.011607201769948006, 0.017504537478089333, 0.024798749014735222, 0.010182775557041168, 0.011752196587622166]","[8.794812655152525, 4.909888013024896, 3.8644906845707787, 1.4799530191229084, 2.4588623969612176, 2.3506523381664053, 3.9444838828807156, 7.467294809768725, 19.721412500386755, 10.333366327997792, 6.3632019480166235, 11.717371431259023, 17.852165963745538, 1.6083050598188788, 4.577304463767427]"
272,"[0.3165404796600342, 0.25609472393989563, 0.2823970317840576, 0.04533468931913376, 0.12291790544986725, 0.14519494771957397, 0.08392985165119171, 0.10666824877262115, 0.25886234641075134, 0.305451363325119, 0.2735711634159088, 0.08281495422124863, 0.04529305174946785, 0.08075279742479324, 0.22152112424373627]","[0.02192455716431141, 0.07019588351249695, 0.04639211669564247, 0.01817825809121132, 0.02458062954246998, 0.015120436437427998, 0.05659954994916916, 0.04860850051045418, 0.06930749118328094, 0.1825280636548996, 0.04160473123192787, 0.008800107054412365, 0.007700802758336067, 0.00522452499717474, 0.04525718465447426]","[14.437713714705984, 3.648286924037407, 6.087177130475331, 2.49389622986219, 5.000600380779177, 9.602563280526034, 1.4828713607540573, 2.1944361099902707, 3.7349836502694926, 1.673448768418575, 6.575482050127214, 9.410675768964117, 5.881601330515631, 15.456485990298034, 4.894717290414485]"
273,"[0.24398449063301086, 0.03315570205450058, 0.11351006478071213, 0.0403076596558094, 0.09329970180988312, 0.1019846498966217, 0.10837279260158539, 0.06424669921398163, 0.18867157399654388, 0.1563144326210022, 0.009958340786397457, 0.008454525843262672, 0.016446109861135483, 0.015479963272809982, 0.18277272582054138]","[0.03985965996980667, 0.011335079558193684, 0.029498815536499023, 0.011652568355202675, 0.032275304198265076, 0.03171040862798691, 0.021893585100769997, 0.03229742869734764, 0.027533534914255142, 0.02097972482442856, 0.007025421131402254, 0.0042498791590332985, 0.0060055009089410305, 0.004547547083348036, 0.013641762547194958]","[6.121088108072846, 2.9250524342842947, 3.8479533064731224, 3.459122352010294, 2.890745854376745, 3.216125376782824, 4.949979279445372, 1.9892202508138908, 6.852428305486542, 7.450737982940148, 1.417472433344334, 1.9893567621310406, 2.7385075967019508, 3.4040248488011664, 13.398028677615667]"
274,"[0.20459634065628052, 0.0782705694437027, 0.0964241772890091, 0.10234956443309784, 0.1337847262620926, 0.035947635769844055, 0.0901472344994545, 0.0744704157114029, 0.4565596878528595, 0.2472047060728073, 0.13091813027858734, 0.1433226317167282, 0.0790325328707695, 0.035568658262491226, 0.21199874579906464]","[0.021675875410437584, 0.04447713866829872, 0.029854996129870415, 0.03687678277492523, 0.028725488111376762, 0.03652682155370712, 0.023462388664484024, 0.03160589188337326, 0.09245800226926804, 0.08100610226392746, 0.06837691366672516, 0.0748203918337822, 0.017186293378472328, 0.011483804322779179, 0.008827024139463902]","[9.438896320550045, 1.7597932732909907, 3.2297501185248896, 2.7754472253661873, 4.657352583300647, 0.9841435482413529, 3.8422019082785908, 2.3562194032113086, 4.938022417174967, 3.0516800483423476, 1.914653985652136, 1.9155557489611612, 4.598579293995191, 3.0972887784179264, 24.01701212657385]"
275,"[0.3265067934989929, 0.2899789810180664, 0.10818662494421005, 0.023731226101517677, 0.07268062978982925, 0.024431893602013588, 0.045240193605422974, 0.06013461947441101, 0.18451130390167236, 0.0743541270494461, 0.19386397302150726, 0.19113688170909882, 0.12391311675310135, 0.018369333818554878, 0.24335232377052307]","[0.03437567129731178, 0.044324252754449844, 0.023404436185956, 0.03270074725151062, 0.017275461927056313, 0.029113182798027992, 0.03626175969839096, 0.03640913963317871, 0.15149369835853577, 0.12465407699346542, 0.07270248234272003, 0.07351355254650116, 0.007322353310883045, 0.004040321800857782, 0.0035868780687451363]","[9.49819396034678, 6.542219281721665, 4.622483707132762, 0.7257089851493044, 4.207159848848906, 0.8392037988944481, 1.2476006123726646, 1.6516352784016868, 1.2179470558900396, 0.5964837159184443, 2.666538566147316, 2.600022378026076, 16.922580964364577, 4.546502660915516, 67.84516203408596]"
276,"[0.3847634494304657, 0.08490771800279617, 0.10703422129154205, 0.08960741013288498, 0.13216803967952728, 0.06528119742870331, 0.08412832021713257, 0.10023356974124908, 0.22819867730140686, 0.38795527815818787, 0.048979032784700394, 0.013782973401248455, 0.08222329616546631, 0.14355343580245972, 0.07109713554382324]","[0.007836694829165936, 0.05688908323645592, 0.023101741448044777, 0.015900760889053345, 0.02716837078332901, 0.04714850336313248, 0.0584116205573082, 0.06841856986284256, 0.0702001079916954, 0.09921427071094513, 0.012210439890623093, 0.005353591870516539, 0.021415172144770622, 0.01340213231742382, 0.0047657364048063755]","[49.09766908346185, 1.4925133816954397, 4.633166791008343, 5.635416490953835, 4.864776056451199, 1.3845868431053867, 1.440266840989174, 1.465005333233148, 3.2506884081774134, 3.9102769730422398, 4.011242283114914, 2.574528229758129, 3.8394879858831508, 10.711238510593498, 14.91839445255928]"
277,"[0.17396317422389984, 0.2141118347644806, 0.21949543058872223, 0.06243797391653061, 0.03824850916862488, 0.04196379333734512, 0.038182444870471954, 0.11004530638456345, 0.1754510998725891, 0.251847505569458, 0.01185024157166481, 0.006847771815955639, 0.014004629105329514, 0.016063617542386055, 0.23141443729400635]","[0.023014504462480545, 0.03589826449751854, 0.012622319161891937, 0.03074362687766552, 0.035035572946071625, 0.015907423570752144, 0.0339026153087616, 0.06462466716766357, 0.05383949354290962, 0.03631264343857765, 0.006005081348121166, 0.005867136642336845, 0.009425017982721329, 0.002243220806121826, 0.007929949089884758]","[7.558849442424613, 5.964406295443085, 17.389469223009446, 2.0309241380329865, 1.0917049716155278, 2.638000625978237, 1.1262389205886516, 1.7028374954575722, 3.2587806520274203, 6.935532137599806, 1.9733690327729603, 1.1671403332492036, 1.485899457274658, 7.16096137239272, 29.182335809594633]"
278,"[0.1276286542415619, 0.1121848002076149, 0.05146161466836929, 0.03593383729457855, 0.03716917335987091, 0.058045510202646255, 0.02886996977031231, 0.2659238278865814, 0.18764594197273254, 0.15272198617458344, 0.007869000546634197, 0.024248380213975906, 0.06868451088666916, 0.012704296037554741, 0.2584426999092102]","[0.033462923020124435, 0.0310067031532526, 0.02283792570233345, 0.028089085593819618, 0.013247568160295486, 0.01886419951915741, 0.02892732247710228, 0.06510703265666962, 0.03706993907690048, 0.04300248622894287, 0.010034993290901184, 0.005046802572906017, 0.006364408880472183, 0.0028725750744342804, 0.006142383441329002]","[3.814031851455614, 3.6180821822021643, 2.2533401386410166, 1.2792811348221673, 2.805735581815784, 3.0770195228108426, 0.998017351698023, 4.0844101940397675, 5.061943629944108, 3.551468753725075, 0.7841560346402113, 4.804701563749374, 10.791970185544297, 4.422615844098244, 42.075312031202664]"
279,"[0.3628268837928772, 0.06552020460367203, 0.06988999247550964, 0.024623746052384377, 0.05243201181292534, 0.02303731068968773, 0.0394677110016346, 0.033514827489852905, 0.16600967943668365, 0.09753279387950897, 0.4005095362663269, 0.07069608569145203, 0.01666208915412426, 0.01466149277985096, 0.38696610927581787]","[0.03561314940452576, 0.015209321863949299, 0.03166820853948593, 0.01871640793979168, 0.01740296743810177, 0.01165151596069336, 0.0360647477209568, 0.0250517800450325, 0.11922565847635269, 0.0450730137526989, 0.07996712625026703, 0.008255409076809883, 0.003586753737181425, 0.006011614575982094, 0.014174041338264942]","[10.188003303823749, 4.307897826725251, 2.2069449362241746, 1.3156234963245008, 3.012820198590475, 1.9771942781870269, 1.0943570521276758, 1.33782219984398, 1.3923989312217566, 2.1638844567758433, 5.008427275639276, 8.563607815637276, 4.645451116813448, 2.4388610737666543, 27.30104280358948]"
280,"[0.14002256095409393, 0.08029569685459137, 0.09679115563631058, 0.09485699981451035, 0.150802880525589, 0.09457620978355408, 0.02985379286110401, 0.11757102608680725, 0.19714178144931793, 0.22633208334445953, 0.49993008375167847, 0.333000510931015, 0.007605709135532379, 0.016356954351067543, 0.34926533699035645]","[0.03003150038421154, 0.019799789413809776, 0.028902582824230194, 0.012470326386392117, 0.014971020631492138, 0.023858992382884026, 0.049431074410676956, 0.02954971417784691, 0.059219032526016235, 0.06047577038407326, 0.05198534205555916, 0.07726962864398956, 0.0034106385428458452, 0.003173752222210169, 0.007771872449666262]","[4.662522989617528, 4.055381356661675, 3.348875642877379, 7.60661725085402, 10.072985953166688, 3.963964959869856, 0.6039478853539887, 3.9787534112579994, 3.3290273927171836, 3.7425250130268, 9.616750875994619, 4.309591190935762, 2.2299956562345526, 5.153822102620452, 44.93966405809382]"
281,"[0.5427244901657104, 0.13546417653560638, 0.08246287703514099, 0.12823091447353363, 0.15284401178359985, 0.19418102502822876, 0.06412065774202347, 0.03953231871128082, 0.0409674346446991, 0.10984613001346588, 0.14004407823085785, 0.1807384192943573, 0.05765889957547188, 0.15679578483104706, 0.23228789865970612]","[0.004708841443061829, 0.016705472022294998, 0.03478407487273216, 0.04357147216796875, 0.033728327602148056, 0.032558947801589966, 0.044242579489946365, 0.019315676763653755, 0.058516375720500946, 0.08518824726343155, 0.09608045220375061, 0.06942522525787354, 0.013007833622395992, 0.009282998740673065, 0.007018929813057184]","[115.25648011898546, 8.108970303551848, 2.3707077832846166, 2.943001649776747, 4.531621418841581, 5.96398342512611, 1.4492974523918565, 2.0466442462771304, 0.7001020507554493, 1.2894516971781755, 1.4575709732701598, 2.6033537323504716, 4.432628925711254, 16.890639459429526, 33.094489451594924]"
282,"[0.16691720485687256, 0.04454199969768524, 0.10936028510332108, 0.040084805339574814, 0.033323198556900024, 0.03979206830263138, 0.05427498742938042, 0.0710236132144928, 0.2485150694847107, 0.5739067792892456, 0.11740440130233765, 0.07152722030878067, 0.059454839676618576, 0.08754684031009674, 0.40255025029182434]","[0.03534981980919838, 0.042873166501522064, 0.020708248019218445, 0.02397954650223255, 0.01661146990954876, 0.006262720562517643, 0.05213558301329613, 0.02921309880912304, 0.11107514798641205, 0.19636668264865875, 0.020664755254983902, 0.008794226683676243, 0.005120329558849335, 0.010852671228349209, 0.03505286946892738]","[4.72186861935401, 1.038924887810746, 5.2810013189830665, 1.671624829762432, 2.0060355127119047, 6.353799104623436, 1.0410353983293652, 2.431224899438352, 2.2373597874036757, 2.9226280728899687, 5.681383585417601, 8.133429223691584, 11.611525975679495, 8.066847181494635, 11.484088361115914]"
283,"[0.4273449182510376, 0.056288912892341614, 0.07877253741025925, 0.0413762629032135, 0.08120672404766083, 0.04996981471776962, 0.05424773693084717, 0.09515520185232162, 0.06411176919937134, 0.14957252144813538, 0.08773993700742722, 0.2954035699367523, 0.06389092653989792, 0.027438094839453697, 0.4033122956752777]","[0.03215526044368744, 0.016119377687573433, 0.013207295909523964, 0.008875217288732529, 0.016781317070126534, 0.030310003086924553, 0.03560834378004074, 0.052181072533130646, 0.05371970683336258, 0.0755649283528328, 0.01876930519938469, 0.015775248408317566, 0.0032990064937621355, 0.002829350531101227, 0.007319144904613495]","[13.290046864942493, 3.492002854163236, 5.9643198691001755, 4.66199998908674, 4.839115053264917, 1.6486245341006291, 1.5234557739035932, 1.82355780042478, 1.1934497222452223, 1.979390766437856, 4.674650237468757, 18.725763442241554, 19.366717422564907, 9.697665431640374, 55.103745168517825]"
284,"[0.1815176010131836, 0.11967170238494873, 0.14378610253334045, 0.05616682767868042, 0.12173154950141907, 0.11916942894458771, 0.09634701907634735, 0.17356964945793152, 0.18658292293548584, 0.17148733139038086, 0.04150078818202019, 0.02265797182917595, 0.1659577190876007, 0.11093325912952423, 0.23193486034870148]","[0.036073796451091766, 0.013405198231339455, 0.02666288986802101, 0.021663237363100052, 0.02419218234717846, 0.014966670423746109, 0.053487420082092285, 0.04487726464867592, 0.04362984746694565, 0.01973245106637478, 0.006972108036279678, 0.005679847672581673, 0.005545506719499826, 0.014911339618265629, 0.009244992397725582]","[5.031840806089873, 8.927260926673448, 5.39274261886349, 2.5927254886821234, 5.031854826260296, 7.9623206478518815, 1.8013024170631957, 3.8676521578739447, 4.276497255160993, 8.690624941298095, 5.952401765157534, 3.989186530222064, 29.926520240979738, 7.4395233405881696, 25.08762045123598]"
285,"[0.16740524768829346, 0.17201471328735352, 0.33375105261802673, 0.04516478627920151, 0.05900988727807999, 0.11426140367984772, 0.10819719731807709, 0.15031667053699493, 0.3574657440185547, 0.5151846408843994, 0.2509433329105377, 0.17722533643245697, 0.04294836148619652, 0.12206503003835678, 0.41279149055480957]","[0.057130176573991776, 0.022870702669024467, 0.022824399173259735, 0.018977684900164604, 0.020692508667707443, 0.022942587733268738, 0.044639069586992264, 0.031109074130654335, 0.05389704182744026, 0.07295965403318405, 0.027052221819758415, 0.015134593471884727, 0.022411029785871506, 0.021219328045845032, 0.0044279866851866245]","[2.9302420844346533, 7.521181827103464, 14.622555892250507, 2.379889144371333, 2.8517512412678276, 4.980318916429763, 2.423822860089484, 4.831923634425221, 6.632381516652374, 7.061226477993979, 9.276255923912823, 11.709950238285911, 1.9163939317626661, 5.7525398436101, 93.22329083232368]"
286,"[0.24600259959697723, 0.08290882408618927, 0.14888259768486023, 0.020952580496668816, 0.0787743330001831, 0.05233146622776985, 0.0770396962761879, 0.036858197301626205, 0.20777368545532227, 0.18940319120883942, 0.15899647772312164, 0.1230340451002121, 0.0658314898610115, 0.025343429297208786, 0.480617880821228]","[0.009846809320151806, 0.013643691316246986, 0.023935696110129356, 0.023772669956088066, 0.029903536662459373, 0.03685525059700012, 0.030614474788308144, 0.04702063649892807, 0.06391968578100204, 0.14152327179908752, 0.05799233913421631, 0.010392455384135246, 0.009088373742997646, 0.011462956666946411, 0.006424162536859512]","[24.982975865443557, 6.076715030005183, 6.220107282438907, 0.8813726239152604, 2.634281486145272, 1.419918882115251, 2.5164467726099886, 0.7838727853559886, 3.2505429730550386, 1.3383183472307245, 2.7416807132946195, 11.838785017834333, 7.243484007436748, 2.2108981158662933, 74.81409102954932]"
287,"[0.4451339542865753, 0.2784922420978546, 0.525436520576477, 0.04667213559150696, 0.12179332971572876, 0.0742410346865654, 0.09643915295600891, 0.0697825476527214, 0.17829629778862, 0.05500521510839462, 0.4149486720561981, 0.1704062670469284, 0.09357266873121262, 0.11918876320123672, 0.03600732982158661]","[0.01211491972208023, 0.012351556681096554, 0.019860433414578438, 0.031583089381456375, 0.011137330904603004, 0.053730614483356476, 0.02094143070280552, 0.02514554001390934, 0.06353101134300232, 0.03154335916042328, 0.11157695204019547, 0.11754614114761353, 0.027022046968340874, 0.02580733597278595, 0.004774101544171572]","[36.74262516781599, 22.547137117062597, 26.45644783314665, 1.4777571322364027, 10.935594062792205, 1.3817268869977692, 4.6051845418130375, 2.775146113947879, 2.8064451363130805, 1.7437970010945565, 3.718946112694612, 1.4496968201868365, 3.4628268110422087, 4.618406306134126, 7.542221188308385]"
288,"[0.32712987065315247, 0.14393165707588196, 0.24009718000888824, 0.06935381889343262, 0.05530017241835594, 0.03900609910488129, 0.09515897184610367, 0.08288959413766861, 0.17072992026805878, 0.1284627765417099, 0.10412035882472992, 0.15051895380020142, 0.19035200774669647, 0.15483644604682922, 0.15977276861667633]","[0.02691442146897316, 0.041027288883924484, 0.021151432767510414, 0.017864776775240898, 0.01974492333829403, 0.02310686931014061, 0.059433385729789734, 0.01280646026134491, 0.08867926895618439, 0.012799971736967564, 0.020680950954556465, 0.00526729179546237, 0.011506354436278343, 0.020631752908229828, 0.006195586174726486]","[12.154445564816116, 3.5081932292210998, 11.351343554262135, 3.882154239371816, 2.800728646593667, 1.6880737317263135, 1.601102994178022, 6.472482828675385, 1.9252517784332983, 10.036176577694848, 5.03460208640889, 28.57615633329246, 16.543207390390855, 7.504764463569467, 25.788160169320822]"
289,"[0.14127126336097717, 0.12107326835393906, 0.7078401446342468, 0.05616327002644539, 0.13495756685733795, 0.0446096807718277, 0.13021685183048248, 0.13974124193191528, 0.17275752127170563, 0.16377703845500946, 0.13985274732112885, 0.2554318904876709, 0.2095172256231308, 0.20525094866752625, 0.25152772665023804]","[0.023614829406142235, 0.016450712457299232, 0.020127611234784126, 0.008917735889554024, 0.01925022527575493, 0.029443705454468727, 0.04658108204603195, 0.051828037947416306, 0.037110064178705215, 0.04890282452106476, 0.031037885695695877, 0.06374096870422363, 0.016152285039424896, 0.03021331876516342, 0.011211300268769264]","[5.982311408281121, 7.359758348959438, 35.16761807337435, 6.297929286315084, 7.010700650205528, 1.5150837872906788, 2.7954879129214025, 2.696247966664182, 4.655274117548918, 3.349030246391248, 4.505872232802335, 4.007342462474145, 12.971367525507134, 6.793393015274602, 22.435196687301804]"
